Hence,hence,
part,part,s,topic_13,0,freq1,0,ig5,0,sal1,0
the,the,s
numbers,numbers,,topic_42,0,freq3,0,ig5,0,sal4,0
.,.,n
Those,those,s
that,that,s
will,will,s
hear,hear,s,topic_10,0,freq1,0,ig5,0,sal4,0
me,me,s
speak,speak,,topic_34,0,freq1,0,ig5,0,sal1,0
",",",",s
let,let,s
',',
em,em,s,topic_17,0,freq4,0,ig5,0,sal5,0
stay,stay,s,topic_9,0,freq2,0,ig5,0,sal3,0
here,here,
;,;,n
Those,those,s
that,that,s
will,will,s
follow,follow,s,topic_42,0,freq1,0,ig5,0,sal2,0
Cassius,cassius,
",",",",s
go,go,s
with,with,s
him,him,
;,;,n
And,and,s
public,public,s,topic_27,0,freq4,0,ig5,0,sal4,0
reasons,reasons,s,topic_35,0,freq2,0,ig4,0,sal1,0
shall,shall,s
be,be,s
rendered,rendered,n,topic_28,0,freq5,0,ig5,0,sal5,0
Of,of,s
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
death,death,,topic_9,0,freq1,0,ig5,0,sal4,0
.,.,n
I,i,s
will,will,s
hear,hear,s,topic_17,0,freq1,0,ig5,0,sal4,0
Brutus,brutus,s
speak,speak,,topic_27,0,freq1,0,ig5,0,sal1,0
.,.,n
I,i,s
will,will,s
hear,hear,s,topic_17,0,freq1,0,ig5,0,sal4,0
Cassius,cassius,
;,;,s
and,and,s
compare,compare,s,topic_46,0,freq4,0,ig5,0,sal4,0
their,their,s
reasons,reasons,,topic_35,0,freq2,0,ig4,0,sal1,0
",",",",n
When,when,s
severally,severally,s,topic_38,0,freq5,0,ig4,0,sal4,0
we,we,s
hear,hear,s,topic_17,0,freq1,0,ig5,0,sal4,0
them,them,s
rendered,rendered,,topic_17,0,freq5,0,ig5,0,sal5,0
.,.,n
The,the,s
noble,noble,s,topic_26,0,freq4,0,ig5,0,sal5,0
Brutus,brutus,s
is,is,s
ascended,ascended,,topic_46,0,freq5,0,ig5,0,sal5,0
:,:,s
silence,silence,
!,!,n
Be,be,s
patient,patient,s,topic_13,0,freq3,0,ig5,0,sal3,0
till,till,s,topic_36,0,freq1,0,ig5,0,sal1,0
the,the,s
last,last,
.,.,n
Romans,romans,,topic_17,0,freq2,0,ig1,0,sal2,0
",",",",s
countrymen,countrymen,
",",",",s
and,and,s
lovers,lovers,,topic_5,0,freq4,0,ig5,0,sal4,0
!,!,s
hear,hear,s,topic_34,0,freq2,0,ig5,0,sal4,0
me,me,s
for,for,s
my,my,n
cause,cause,
",",",",s
and,and,s
be,be,s
silent,silent,,topic_5,0,freq4,0,ig5,0,sal4,0
",",",",s
that,that,s
you,you,s
may,may,s
hear,hear,,topic_17,0,freq1,0,ig5,0,sal4,0
:,:,s
believe,believe,s
me,me,n
for,for,s
mine,mine,s,topic_10,0,freq1,0,ig5,0,sal4,0
honour,honour,,topic_49,0,freq1,0,ig5,0,sal1,0
",",",",s
and,and,s
have,have,s
respect,respect,s,topic_13,0,freq2,0,ig5,0,sal1,0
to,to,s
mine,mine,s,topic_45,0,freq1,0,ig5,0,sal3,0
honour,honour,,topic_45,0,freq1,0,ig5,0,sal1,0
",",",",s
that,that,n
you,you,s
may,may,s
believe,believe,
:,:,s
censure,censure,s,topic_35,0,freq3,0,ig1,0,sal2,0
me,me,s
in,in,s
your,your,s
wisdom,wisdom,,topic_35,0,freq2,0,ig5,0,sal2,0
",",",",s
and,and,n
awake,awake,s,topic_10,0,freq1,0,ig4,0,sal1,0
your,your,s
senses,senses,,topic_10,0,freq2,0,ig5,0,sal2,0
",",",",s
that,that,s
you,you,s
may,may,s
the,the,s
better,better,s
judge,judge,,topic_27,0,freq3,0,ig5,0,sal3,0
.,.,n
If,if,s
there,there,s
be,be,s
any,any,s
in,in,s
this,this,s
assembly,assembly,,topic_2,0,freq5,0,ig5,0,sal5,0
",",",",s
any,any,s
dear,dear,s,topic_39,0,freq1,0,ig5,0,sal2,0
friend,friend,s
of,of,n
Caesar's,caesar's,,topic_17,0,freq2,0,ig4,0,sal1,0
",",",",s
to,to,s
him,him,s
I,i,s
say,say,
",",",",s
that,that,s
Brutus,brutus,
',',s
love,love,s,topic_5,0,freq1,0,ig5,0,sal1,0
to,to,s
Caesar,caesar,n
was,was,s
no,no,s
less,less,s
than,than,s
his,his,
.,.,s
If,if,s
then,then,s
that,that,s
friend,friend,s
demand,demand,n,topic_45,0,freq3,0,ig5,0,sal3,0
why,why,s
Brutus,brutus,s
rose,rose,s,topic_19,0,freq3,0,ig5,0,sal5,0
against,against,s
Caesar,caesar,
",",",",s
this,this,s
is,is,s
my,my,s
answer,answer,,topic_41,0,freq1,0,ig5,0,sal1,0
:,:,n
--,--,
Not,not,s
that,that,s
I,i,s
loved,loved,s,topic_17,0,freq3,0,ig5,0,sal5,0
Caesar,caesar,s
less,less,
",",",",s
but,but,s
that,that,s
I,i,s
loved,loved,n,topic_12,0,freq3,0,ig5,0,sal5,0
Rome,rome,s,topic_17,0,freq1,0,ig5,0,sal1,0
more,more,
.,.,s
Had,had,s
you,you,s
rather,rather,s
Caesar,caesar,s
were,were,s
living,living,s,topic_9,0,freq3,0,ig5,0,sal4,0
and,and,n
die,die,s,topic_21,0,freq1,0,ig5,0,sal1,0
all,all,s
slaves,slaves,,topic_35,0,freq4,0,ig5,0,sal5,0
",",",",s
than,than,s
that,that,s
Caesar,caesar,s
were,were,s
dead,dead,,topic_9,0,freq1,0,ig5,0,sal2,0
",",",",s
to,to,s
live,live,n,topic_45,0,freq2,0,ig5,0,sal4,0
all,all,s
free,free,s,topic_25,0,freq2,0,ig5,0,sal3,0
men,men,,topic_35,0,freq1,0,ig5,0,sal1,0
?,?,s
As,as,s
Caesar,caesar,s
loved,loved,s,topic_5,0,freq3,0,ig5,0,sal3,0
me,me,
",",",",s
I,i,s
weep,weep,s,topic_9,0,freq2,0,ig4,0,sal1,0
for,for,s
him,him,
;,;,n
as,as,s
he,he,s
was,was,s
fortunate,fortunate,,topic_17,0,freq4,0,ig5,0,sal4,0
",",",",s
I,i,s
rejoice,rejoice,s,topic_43,0,freq4,0,ig4,0,sal3,0
at,at,s
it,it,
;,;,s
as,as,s
he,he,s
was,was,n
valiant,valiant,,topic_4,0,freq3,0,ig5,0,sal4,0
",",",",s
I,i,s
honour,honour,s,topic_45,0,freq1,0,ig5,0,sal1,0
him,him,
:,:,s
but,but,
",",",",s
as,as,s
he,he,s
was,was,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
",",",",s
I,i,n
slew,slew,s,topic_21,0,freq3,0,ig1,0,sal1,0
him,him,
.,.,s
There,there,s
is,is,s
tears,tears,s,topic_9,0,freq1,0,ig4,0,sal1,0
for,for,s
his,his,s
love,love,,topic_5,0,freq1,0,ig5,0,sal1,0
;,;,s
joy,joy,s,topic_9,0,freq2,0,ig5,0,sal4,0
for,for,s
his,his,n
fortune,fortune,,topic_26,0,freq1,0,ig5,0,sal1,0
;,;,s
honour,honour,s,topic_17,0,freq2,0,ig5,0,sal5,0
for,for,s
his,his,s
valour,valour,,topic_33,0,freq1,0,ig4,0,sal2,0
;,;,s
and,and,s
death,death,s,topic_21,0,freq1,0,ig5,0,sal1,0
for,for,s
his,his,n
ambition,ambition,,topic_26,0,freq3,0,ig1,0,sal1,0
.,.,s
Who,who,s
is,is,s
here,here,s
so,so,s
base,base,s,topic_19,0,freq2,0,ig5,0,sal4,0
that,that,s
would,would,s
be,be,s
a,a,n
bondman,bondman,,topic_20,0,freq5,0,ig5,0,sal5,0
?,?,s
If,if,s
any,any,
",",",",s
speak,speak,,topic_27,0,freq1,0,ig5,0,sal1,0
;,;,s
for,for,s
him,him,s
have,have,s
I,i,s
offended,offended,,topic_27,0,freq3,0,ig4,0,sal2,0
.,.,n
Who,who,s
is,is,s
here,here,s
so,so,s
rude,rude,s,topic_38,0,freq2,0,ig1,0,sal1,0
that,that,s
would,would,s
not,not,s
be,be,s
a,a,s
Roman,roman,
?,?,s
If,if,n
any,any,
",",",",s
speak,speak,,topic_27,0,freq1,0,ig5,0,sal1,0
;,;,s
for,for,s
him,him,s
have,have,s
I,i,s
offended,offended,,topic_27,0,freq3,0,ig4,0,sal2,0
.,.,s
Who,who,s
is,is,s
here,here,s
so,so,n
vile,vile,s,topic_40,0,freq4,0,ig5,0,sal5,0
that,that,s
will,will,s
not,not,s
love,love,s,topic_5,0,freq1,0,ig5,0,sal1,0
his,his,s
country,country,,topic_17,0,freq2,0,ig5,0,sal3,0
?,?,s
If,if,s
any,any,
",",",",s
speak,speak,,topic_27,0,freq1,0,ig5,0,sal1,0
;,;,n
for,for,s
him,him,s
have,have,s
I,i,s
offended,offended,,topic_27,0,freq3,0,ig4,0,sal2,0
.,.,s
I,i,s
pause,pause,s,topic_21,0,freq4,0,ig5,0,sal4,0
for,for,s
a,a,s
reply,reply,,topic_5,0,freq4,0,ig4,0,sal3,0
.,.,n
None,none,
",",",",s
Brutus,brutus,
",",",",s
none,none,
.,.,n
Then,then,s
none,none,s
have,have,s
I,i,s
offended,offended,,topic_27,0,freq3,0,ig4,0,sal2,0
.,.,s
I,i,s
have,have,s
done,done,s
no,no,s
more,more,s
to,to,n
Caesar,caesar,s
than,than,s
you,you,s
shall,shall,s
do,do,s
to,to,s
Brutus,brutus,
.,.,s
The,the,s
question,question,s,topic_41,0,freq1,0,ig5,0,sal1,0
of,of,n
his,his,s
death,death,s,topic_21,0,freq1,0,ig5,0,sal1,0
is,is,s
enrolled,enrolled,s,topic_31,0,freq5,0,ig1,0,sal4,0
in,in,s
the,the,s
Capitol,capitol,,topic_17,0,freq3,0,ig4,0,sal2,0
;,;,s
his,his,s
glory,glory,s,topic_38,0,freq2,0,ig5,0,sal1,0
not,not,n
extenuated,extenuated,,topic_13,0,freq5,0,ig3,0,sal5,0
",",",",s
wherein,wherein,s
he,he,s
was,was,s
worthy,worthy,,topic_17,0,freq2,0,ig5,0,sal3,0
",",",",s
nor,nor,s
his,his,s
offences,offences,n,topic_49,0,freq4,0,ig5,0,sal3,0
enforced,enforced,,topic_27,0,freq3,0,ig4,0,sal2,0
",",",",s
for,for,s
which,which,s
he,he,s
suffered,suffered,s,topic_42,0,freq4,0,ig5,0,sal3,0
death,death,,topic_21,0,freq1,0,ig5,0,sal1,0
.,.,n
Here,here,s
comes,comes,s
his,his,s
body,body,,topic_27,0,freq3,0,ig5,0,sal5,0
",",",",s
mourned,mourned,s,topic_41,0,freq5,0,ig5,0,sal5,0
by,by,s
Mark,mark,s,topic_17,0,freq2,0,ig5,0,sal3,0
Antony,antony,
:,:,s
who,who,
",",",",n
though,though,s
he,he,s
had,had,s
no,no,s
hand,hand,s,topic_38,0,freq1,0,ig5,0,sal3,0
in,in,s
his,his,s
death,death,,topic_21,0,freq1,0,ig5,0,sal1,0
",",",",s
shall,shall,s
receive,receive,n,topic_49,0,freq3,0,ig5,0,sal3,0
the,the,s
benefit,benefit,s,topic_22,0,freq3,0,ig1,0,sal1,0
of,of,s
his,his,s
dying,dying,,topic_21,0,freq3,0,ig5,0,sal2,0
",",",",s
a,a,s
place,place,s,topic_35,0,freq1,0,ig5,0,sal2,0
in,in,s
the,the,n
commonwealth,commonwealth,,topic_41,0,freq3,0,ig5,0,sal3,0
;,;,s
as,as,s
which,which,s
of,of,s
you,you,s
shall,shall,s
not,not,
?,?,s
With,with,s
this,this,n
I,i,s
depart,depart,,topic_27,0,freq5,0,ig5,0,sal5,0
",",",",
--,--,
that,that,
",",",",s
as,as,s
I,i,s
slew,slew,s,topic_21,0,freq3,0,ig1,0,sal1,0
my,my,s
best,best,s
lover,lover,s,topic_5,0,freq3,0,ig5,0,sal4,0
for,for,s
the,the,n
good,good,s,topic_2,0,freq1,0,ig5,0,sal1,0
of,of,s
Rome,rome,,topic_17,0,freq1,0,ig5,0,sal1,0
",",",",s
I,i,s
have,have,s
the,the,s
same,same,s
dagger,dagger,s,topic_35,0,freq3,0,ig5,0,sal3,0
for,for,s
myself,myself,
",",",",n
when,when,s
it,it,s
shall,shall,s
please,please,s
my,my,s
country,country,s,topic_17,0,freq2,0,ig5,0,sal3,0
to,to,s
need,need,s
my,my,s
death,death,,topic_9,0,freq1,0,ig5,0,sal4,0
.,.,n
Live,live,,topic_24,0,freq1,0,ig5,0,sal2,0
",",",",s
Brutus,brutus,
!,!,s
live,live,,topic_45,0,freq2,0,ig5,0,sal4,0
",",",",s
live,live,,topic_31,0,freq1,0,ig5,0,sal4,0
!,!,n
Bring,bring,s,topic_9,0,freq3,0,ig5,0,sal5,0
him,him,s
with,with,s
triumph,triumph,s,topic_9,0,freq3,0,ig4,0,sal3,0
home,home,s,topic_17,0,freq2,0,ig5,0,sal3,0
unto,unto,s
his,his,s
house,house,,topic_42,0,freq3,0,ig5,0,sal5,0
.,.,n
Give,give,s,topic_7,0,freq2,0,ig5,0,sal5,0
him,him,s
a,a,s
statue,statue,s,topic_9,0,freq4,0,ig1,0,sal3,0
with,with,s
his,his,s
ancestors,ancestors,,topic_8,0,freq4,0,ig5,0,sal4,0
.,.,n
Let,let,s
him,him,s
be,be,s
Caesar,caesar,
.,.,n
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
better,better,s
parts,parts,n,topic_41,0,freq3,0,ig5,0,sal4,0
Shall,shall,s
be,be,s
crown'd,crown'd,s,topic_9,0,freq4,0,ig5,0,sal4,0
in,in,s
Brutus,brutus,
.,.,n
We'll,we'll,s
bring,bring,s,topic_2,0,freq3,0,ig5,0,sal4,0
him,him,s
to,to,s
his,his,s
house,house,n,topic_19,0,freq2,0,ig5,0,sal5,0
With,with,s
shouts,shouts,s,topic_17,0,freq4,0,ig1,0,sal4,0
and,and,s
clamours,clamours,,topic_38,0,freq5,0,ig4,0,sal4,0
.,.,n
My,my,s
countrymen,countrymen,
",",",",
--,--,n
Peace,peace,,topic_19,0,freq1,0,ig5,0,sal4,0
",",",",s
silence,silence,
!,!,s
Brutus,brutus,s
speaks,speaks,,topic_34,0,freq3,0,ig5,0,sal1,0
.,.,n
Peace,peace,,topic_38,0,freq1,0,ig5,0,sal1,0
",",",",s
ho,ho,,topic_23,0,freq2,0,ig5,0,sal3,0
!,!,n
Good,good,s,topic_49,0,freq1,0,ig5,0,sal4,0
countrymen,countrymen,
",",",",s
let,let,s
me,me,s
depart,depart,s,topic_41,0,freq4,0,ig5,0,sal5,0
alone,alone,
",",",",n
And,and,
",",",",s
for,for,s
my,my,s
sake,sake,,topic_5,0,freq2,0,ig5,0,sal3,0
",",",",s
stay,stay,s,topic_9,0,freq2,0,ig5,0,sal3,0
here,here,s
with,with,s
Antony,antony,
:,:,n
Do,do,s
grace,grace,s,topic_24,0,freq1,0,ig5,0,sal1,0
to,to,s
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
corpse,corpse,,topic_21,0,freq5,0,ig4,0,sal4,0
",",",",s
and,and,s
grace,grace,s,topic_24,0,freq1,0,ig5,0,sal1,0
his,his,s
speech,speech,n,topic_27,0,freq2,0,ig5,0,sal3,0
Tending,tending,s,topic_35,0,freq5,0,ig1,0,sal4,0
to,to,s
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
glories,glories,,topic_9,0,freq5,0,ig5,0,sal5,0
;,;,s
which,which,s
Mark,mark,s,topic_17,0,freq2,0,ig5,0,sal3,0
Antony,antony,
",",",",n
By,by,s
our,our,s
permission,permission,,topic_17,0,freq5,0,ig5,0,sal5,0
",",",",s
is,is,s
allow'd,allow'd,s,topic_49,0,freq4,0,ig5,0,sal4,0
to,to,s
make,make,,topic_17,0,freq1,0,ig5,0,sal5,0
.,.,n
I,i,s
do,do,s
entreat,entreat,s,topic_31,0,freq3,0,ig5,0,sal3,0
you,you,
",",",",s
not,not,s
a,a,s
man,man,s
depart,depart,,topic_27,0,freq5,0,ig5,0,sal5,0
",",",",n
Save,save,s,topic_15,0,freq1,0,ig5,0,sal3,0
I,i,s
alone,alone,
",",",",s
till,till,s,topic_11,0,freq1,0,ig5,0,sal4,0
Antony,antony,s
have,have,s
spoke,spoke,,topic_27,0,freq3,0,ig5,0,sal4,0
.,.,n
Stay,stay,,topic_48,0,freq2,0,ig5,0,sal3,0
",",",",s
ho,ho,,topic_23,0,freq2,0,ig5,0,sal3,0
!,!,s
and,and,s
let,let,s
us,us,s
hear,hear,s,topic_34,0,freq2,0,ig5,0,sal4,0
Mark,mark,s,topic_17,0,freq2,0,ig5,0,sal3,0
Antony,antony,
.,.,n
Let,let,s
him,him,s
go,go,s
up,up,s
into,into,s
the,the,s
public,public,s,topic_17,0,freq4,0,ig5,0,sal4,0
chair,chair,,topic_19,0,freq3,0,ig5,0,sal3,0
;,;,n
We'll,we'll,s
hear,hear,s,topic_27,0,freq1,0,ig5,0,sal4,0
him,him,
.,.,s
Noble,noble,s,topic_17,0,freq1,0,ig5,0,sal2,0
Antony,antony,
",",",",s
go,go,s
up,up,
.,.,n
For,for,s
Brutus,brutus,
',',s
sake,sake,,topic_5,0,freq2,0,ig5,0,sal3,0
",",",",s
I,i,s
am,am,s
beholding,beholding,s,topic_17,0,freq5,0,ig5,0,sal5,0
to,to,s
you,you,
.,.,n
What,what,s
does,does,s
he,he,s
say,say,s
of,of,s
Brutus,brutus,
?,?,n
He,he,s
says,says,
",",",",s
for,for,s
Brutus,brutus,
',',s
sake,sake,,topic_5,0,freq2,0,ig5,0,sal3,0
",",",",n
He,he,s
finds,finds,s,topic_45,0,freq4,0,ig5,0,sal4,0
himself,himself,s
beholding,beholding,s,topic_17,0,freq5,0,ig5,0,sal5,0
to,to,s
us,us,s
all,all,
.,.,n
',',
Twere,twere,s,topic_25,0,freq3,0,ig5,0,sal4,0
best,best,s
he,he,s
speak,speak,s,topic_27,0,freq1,0,ig5,0,sal1,0
no,no,s
harm,harm,s,topic_40,0,freq3,0,ig5,0,sal4,0
of,of,s
Brutus,brutus,s
here,here,
.,.,n
This,this,s
Caesar,caesar,s
was,was,s
a,a,s
tyrant,tyrant,,topic_12,0,freq2,0,ig1,0,sal1,0
.,.,n
Nay,nay,,topic_7,0,freq2,0,ig5,0,sal4,0
",",",",s
that's,that's,s
certain,certain,
:,:,n
We,we,s
are,are,s
blest,blest,s,topic_44,0,freq2,0,ig4,0,sal1,0
that,that,s
Rome,rome,s,topic_17,0,freq1,0,ig5,0,sal1,0
is,is,s
rid,rid,s,topic_17,0,freq5,0,ig5,0,sal5,0
of,of,s
him,him,
.,.,n
Peace,peace,,topic_38,0,freq1,0,ig5,0,sal1,0
!,!,s
let,let,s
us,us,s
hear,hear,s,topic_17,0,freq1,0,ig5,0,sal4,0
what,what,s
Antony,antony,s
can,can,s
say,say,
.,.,n
You,you,s
gentle,gentle,s,topic_9,0,freq2,0,ig5,0,sal5,0
Romans,romans,,topic_17,0,freq2,0,ig1,0,sal2,0
",",",",
--,--,n
Peace,peace,,topic_19,0,freq1,0,ig5,0,sal4,0
",",",",s
ho,ho,,topic_23,0,freq2,0,ig5,0,sal3,0
!,!,s
let,let,s
us,us,s
hear,hear,s,topic_41,0,freq1,0,ig5,0,sal4,0
him,him,
.,.,n
Friends,friends,,topic_17,0,freq1,0,ig5,0,sal2,0
",",",",s
Romans,romans,,topic_17,0,freq2,0,ig1,0,sal2,0
",",",",s
countrymen,countrymen,
",",",",s
lend,lend,s,topic_20,0,freq2,0,ig5,0,sal2,0
me,me,s
your,your,s
ears,ears,,topic_34,0,freq3,0,ig5,0,sal3,0
;,;,n
I,i,s
come,come,s
to,to,s
bury,bury,s,topic_9,0,freq4,0,ig5,0,sal5,0
Caesar,caesar,
",",",",s
not,not,s
to,to,s
praise,praise,s,topic_5,0,freq4,0,ig5,0,sal5,0
him,him,
.,.,n
The,the,s
evil,evil,s,topic_27,0,freq3,0,ig5,0,sal2,0
that,that,s
men,men,s,topic_35,0,freq1,0,ig5,0,sal1,0
do,do,s
lives,lives,s,topic_21,0,freq2,0,ig5,0,sal2,0
after,after,s
them,them,
;,;,n
The,the,s
good,good,s,topic_2,0,freq1,0,ig5,0,sal1,0
is,is,s
oft,oft,s,topic_35,0,freq2,0,ig5,0,sal2,0
interred,interred,s,topic_9,0,freq5,0,ig1,0,sal5,0
with,with,s
their,their,s
bones,bones,,topic_9,0,freq2,0,ig5,0,sal2,0
;,;,n
So,so,s
let,let,s
it,it,s
be,be,s
with,with,s
Caesar,caesar,
.,.,s
The,the,s
noble,noble,s,topic_49,0,freq1,0,ig5,0,sal2,0
Brutus,brutus,n
Hath,hath,s,topic_47,0,freq1,0,ig5,0,sal1,0
told,told,s,topic_45,0,freq3,0,ig5,0,sal4,0
you,you,s
Caesar,caesar,s
was,was,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
:,:,n
If,if,s
it,it,s
were,were,s
so,so,
",",",",s
it,it,s
was,was,s
a,a,s
grievous,grievous,s,topic_31,0,freq5,0,ig5,0,sal5,0
fault,fault,,topic_27,0,freq3,0,ig5,0,sal4,0
",",",",n
And,and,s
grievously,grievously,s,topic_42,0,freq4,0,ig5,0,sal4,0
hath,hath,s,topic_9,0,freq1,0,ig5,0,sal4,0
Caesar,caesar,s
answer'd,answer'd,s,topic_25,0,freq3,0,ig5,0,sal4,0
it,it,
.,.,n
Here,here,
",",",",s
under,under,s
leave,leave,s,topic_45,0,freq2,0,ig5,0,sal5,0
of,of,s
Brutus,brutus,s
and,and,s
the,the,s
rest,rest,,topic_47,0,freq4,0,ig5,0,sal5,0
--,--,n
For,for,s
Brutus,brutus,s
is,is,s
an,an,s
honourable,honourable,s,topic_17,0,freq2,0,ig5,0,sal2,0
man,man,
;,;,n
So,so,s
are,are,s
they,they,s
all,all,
",",",",s
all,all,s
honourable,honourable,s,topic_17,0,freq2,0,ig5,0,sal2,0
men,men,,topic_35,0,freq1,0,ig5,0,sal1,0
--,--,n
Come,come,s
I,i,s
to,to,s
speak,speak,s,topic_27,0,freq1,0,ig5,0,sal1,0
in,in,s
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
funeral,funeral,,topic_9,0,freq4,0,ig1,0,sal3,0
.,.,n
He,he,s
was,was,s
my,my,s
friend,friend,
",",",",s
faithful,faithful,s,topic_5,0,freq4,0,ig5,0,sal4,0
and,and,s
just,just,s
to,to,s
me,me,
:,:,n
But,but,s
Brutus,brutus,s
says,says,s
he,he,s
was,was,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
;,;,n
And,and,s
Brutus,brutus,s
is,is,s
an,an,s
honourable,honourable,s,topic_47,0,freq4,0,ig5,0,sal5,0
man,man,
.,.,n
He,he,s
hath,hath,s,topic_27,0,freq2,0,ig5,0,sal5,0
brought,brought,s,topic_49,0,freq2,0,ig5,0,sal3,0
many,many,s
captives,captives,s,topic_21,0,freq5,0,ig5,0,sal5,0
home,home,s,topic_17,0,freq2,0,ig5,0,sal3,0
to,to,s
Rome,rome,n,topic_17,0,freq1,0,ig5,0,sal1,0
Whose,whose,s
ransoms,ransoms,s,topic_17,0,freq5,0,ig4,0,sal5,0
did,did,s
the,the,s
general,general,s
coffers,coffers,s,topic_35,0,freq5,0,ig5,0,sal5,0
fill,fill,,topic_49,0,freq5,0,ig5,0,sal5,0
:,:,n
Did,did,s
this,this,s
in,in,s
Caesar,caesar,s
seem,seem,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
?,?,n
When,when,s
that,that,s
the,the,s
poor,poor,s,topic_40,0,freq1,0,ig5,0,sal4,0
have,have,s
cried,cried,,topic_35,0,freq3,0,ig5,0,sal3,0
",",",",s
Caesar,caesar,s
hath,hath,s,topic_27,0,freq2,0,ig5,0,sal5,0
wept,wept,,topic_9,0,freq3,0,ig1,0,sal2,0
:,:,n
Ambition,ambition,s,topic_26,0,freq3,0,ig1,0,sal1,0
should,should,s
be,be,s
made,made,s,topic_36,0,freq1,0,ig5,0,sal3,0
of,of,s
sterner,sterner,s,topic_31,0,freq5,0,ig2,0,sal5,0
stuff,stuff,,topic_12,0,freq2,0,ig4,0,sal1,0
:,:,n
Yet,yet,s
Brutus,brutus,s
says,says,s
he,he,s
was,was,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
;,;,n
And,and,s
Brutus,brutus,s
is,is,s
an,an,s
honourable,honourable,s,topic_20,0,freq2,0,ig5,0,sal3,0
man,man,
.,.,n
You,you,s
all,all,s
did,did,s
see,see,s
that,that,s
on,on,s
the,the,s
Lupercal,lupercal,n,topic_17,0,freq5,0,ig2,0,sal5,0
I,i,s
thrice,thrice,s,topic_0,0,freq3,0,ig1,0,sal1,0
presented,presented,s,topic_39,0,freq4,0,ig5,0,sal3,0
him,him,s
a,a,s
kingly,kingly,s,topic_27,0,freq5,0,ig5,0,sal5,0
crown,crown,,topic_8,0,freq1,0,ig5,0,sal1,0
",",",",n
Which,which,s
he,he,s
did,did,s
thrice,thrice,s,topic_0,0,freq3,0,ig1,0,sal1,0
refuse,refuse,,topic_20,0,freq3,0,ig5,0,sal3,0
:,:,s
was,was,s
this,this,s
ambition,ambition,,topic_26,0,freq3,0,ig1,0,sal1,0
?,?,n
Yet,yet,s
Brutus,brutus,s
says,says,s
he,he,s
was,was,s
ambitious,ambitious,,topic_17,0,freq3,0,ig5,0,sal3,0
;,;,n
And,and,
",",",",s
sure,sure,
",",",",s
he,he,s
is,is,s
an,an,s
honourable,honourable,s,topic_17,0,freq2,0,ig5,0,sal2,0
man,man,
.,.,n
I,i,s
speak,speak,s,topic_27,0,freq1,0,ig5,0,sal1,0
not,not,s
to,to,s
disprove,disprove,s,topic_17,0,freq5,0,ig5,0,sal5,0
what,what,s
Brutus,brutus,s
spoke,spoke,,topic_27,0,freq3,0,ig5,0,sal4,0
",",",",n
But,but,s
here,here,s
I,i,s
am,am,s
to,to,s
speak,speak,s,topic_27,0,freq1,0,ig5,0,sal1,0
what,what,s
I,i,s
do,do,s
know,know,
.,.,n
You,you,s
all,all,s
did,did,s
love,love,s,topic_5,0,freq1,0,ig5,0,sal1,0
him,him,s
once,once,
",",",",s
not,not,s
without,without,s
cause,cause,
:,:,n
What,what,s
cause,cause,s
withholds,withholds,s,topic_17,0,freq5,0,ig1,0,sal4,0
you,you,s
then,then,
",",",",s
to,to,s
mourn,mourn,s,topic_9,0,freq4,0,ig4,0,sal3,0
for,for,s
him,him,
?,?,n
O,o,s
judgment,judgment,,topic_20,0,freq2,0,ig5,0,sal3,0
!,!,s
thou,thou,s
art,art,s,topic_34,0,freq3,0,ig5,0,sal4,0
fled,fled,s,topic_33,0,freq2,0,ig4,0,sal2,0
to,to,s
brutish,brutish,s,topic_15,0,freq5,0,ig5,0,sal5,0
beasts,beasts,,topic_35,0,freq4,0,ig5,0,sal4,0
",",",",n
And,and,s
men,men,s,topic_35,0,freq1,0,ig5,0,sal1,0
have,have,s
lost,lost,s,topic_26,0,freq2,0,ig5,0,sal3,0
their,their,s
reason,reason,,topic_35,0,freq2,0,ig5,0,sal3,0
.,.,s
Bear,bear,s,topic_2,0,freq2,0,ig5,0,sal4,0
with,with,s
me,me,
;,;,n
My,my,s
heart,heart,s,topic_21,0,freq1,0,ig5,0,sal5,0
is,is,s
in,in,s
the,the,s
coffin,coffin,s,topic_21,0,freq5,0,ig4,0,sal4,0
there,there,s
with,with,s
Caesar,caesar,
",",",",n
And,and,s
I,i,s
must,must,s
pause,pause,s,topic_21,0,freq4,0,ig5,0,sal4,0
till,till,s,topic_36,0,freq1,0,ig5,0,sal1,0
it,it,s
come,come,s
back,back,s,topic_36,0,freq2,0,ig5,0,sal4,0
to,to,s
me,me,
.,.,n
Methinks,methinks,s,topic_26,0,freq2,0,ig5,0,sal2,0
there,there,s
is,is,s
much,much,s
